A: 00 F: 00 B: 00 C: 00 D: 00 E: 00 H: 00 L: 00 SP: 0000 PC: 0000 | 31
A: 90 F: 40 B: 00 C: 09 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 006b | 20
A: 90 F: 40 B: 00 C: 09 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 09 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 09 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 09 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: 40 B: 00 C: 08 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 006b | 20
A: 90 F: 40 B: 00 C: 08 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 08 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 08 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 08 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: 40 B: 00 C: 07 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 006b | 20
A: 90 F: 40 B: 00 C: 07 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 07 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 07 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 07 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: 40 B: 00 C: 06 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 006b | 20
A: 90 F: 40 B: 00 C: 06 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 06 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 06 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 06 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: 40 B: 00 C: 05 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 006b | 20
A: 90 F: 40 B: 00 C: 05 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 05 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 05 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 05 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: 40 B: 00 C: 04 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 006b | 20
A: 90 F: 40 B: 00 C: 04 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 04 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 04 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 04 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: 40 B: 00 C: 03 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 006b | 20
A: 90 F: 40 B: 00 C: 03 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 03 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 03 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 03 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: 40 B: 00 C: 02 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 006b | 20
A: 90 F: 40 B: 00 C: 02 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 02 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 02 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 02 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: 40 B: 00 C: 01 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 006b | 20
A: 90 F: 40 B: 00 C: 01 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 01 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 01 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 01 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: c0 B: 00 C: 00 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 006b | 20
A: 90 F: c0 B: 00 C: 00 D: 04 E: 02 H: 80 L: 0f SP: fffe PC: 006d | 1d
A: 90 F: 40 B: 00 C: 00 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 006e | 20
A: 90 F: 40 B: 00 C: 00 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 0062 | 0e
A: 90 F: 40 B: 00 C: 0c D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 0c D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 0c D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 0c D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: 40 B: 00 C: 0b D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 006b | 20
A: 90 F: 40 B: 00 C: 0b D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 0b D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 0b D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 0b D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: 40 B: 00 C: 0a D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 006b | 20
A: 90 F: 40 B: 00 C: 0a D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 0a D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 0a D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 0a D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: 40 B: 00 C: 09 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 006b | 20
A: 90 F: 40 B: 00 C: 09 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 09 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 09 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 09 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: 40 B: 00 C: 08 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 006b | 20
A: 90 F: 40 B: 00 C: 08 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 08 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 08 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 08 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: 40 B: 00 C: 07 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 006b | 20
A: 90 F: 40 B: 00 C: 07 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 07 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 07 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 07 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: 40 B: 00 C: 06 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 006b | 20
A: 90 F: 40 B: 00 C: 06 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 06 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 06 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 06 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: 40 B: 00 C: 05 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 006b | 20
A: 90 F: 40 B: 00 C: 05 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 05 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 05 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 05 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: 40 B: 00 C: 04 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 006b | 20
A: 90 F: 40 B: 00 C: 04 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 04 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 04 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 04 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: 40 B: 00 C: 03 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 006b | 20
A: 90 F: 40 B: 00 C: 03 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 03 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 03 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 03 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: 40 B: 00 C: 02 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 006b | 20
A: 90 F: 40 B: 00 C: 02 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 02 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 02 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 02 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: 40 B: 00 C: 01 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 006b | 20
A: 90 F: 40 B: 00 C: 01 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 01 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 01 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 01 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: c0 B: 00 C: 00 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 006b | 20
A: 90 F: c0 B: 00 C: 00 D: 04 E: 01 H: 80 L: 0f SP: fffe PC: 006d | 1d
A: 90 F: c0 B: 00 C: 00 D: 04 E: 00 H: 80 L: 0f SP: fffe PC: 006e | 20
A: 90 F: c0 B: 00 C: 00 D: 04 E: 00 H: 80 L: 0f SP: fffe PC: 0070 | 0e
A: 90 F: c0 B: 00 C: 13 D: 04 E: 00 H: 80 L: 0f SP: fffe PC: 0072 | 24
A: 90 F: 00 B: 00 C: 13 D: 04 E: 00 H: 81 L: 0f SP: fffe PC: 0073 | 7c
A: 81 F: 00 B: 00 C: 13 D: 04 E: 00 H: 81 L: 0f SP: fffe PC: 0074 | 1e
A: 81 F: 00 B: 00 C: 13 D: 04 E: 83 H: 81 L: 0f SP: fffe PC: 0076 | fe
A: 81 F: 60 B: 00 C: 13 D: 04 E: 83 H: 81 L: 0f SP: fffe PC: 0078 | 28
A: 81 F: 60 B: 00 C: 13 D: 04 E: 83 H: 81 L: 0f SP: fffe PC: 007a | 1e
A: 81 F: 60 B: 00 C: 13 D: 04 E: c1 H: 81 L: 0f SP: fffe PC: 007c | fe
A: 81 F: 60 B: 00 C: 13 D: 04 E: c1 H: 81 L: 0f SP: fffe PC: 007e | 20
A: 81 F: 60 B: 00 C: 13 D: 04 E: c1 H: 81 L: 0f SP: fffe PC: 0086 | f0
A: 00 F: 60 B: 00 C: 13 D: 04 E: c1 H: 81 L: 0f SP: fffe PC: 0088 | 90
A: 00 F: c0 B: 00 C: 13 D: 04 E: c1 H: 81 L: 0f SP: fffe PC: 0089 | e0
A: 00 F: c0 B: 00 C: 13 D: 04 E: c1 H: 81 L: 0f SP: fffe PC: 008b | 15
A: 00 F: 40 B: 00 C: 13 D: 03 E: c1 H: 81 L: 0f SP: fffe PC: 008c | 20
A: 00 F: 40 B: 00 C: 13 D: 03 E: c1 H: 81 L: 0f SP: fffe PC: 0060 | 1e
A: 00 F: 40 B: 00 C: 13 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 0062 | 0e
A: 00 F: 40 B: 00 C: 0c D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 0c D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 0c D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 0c D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: 40 B: 00 C: 0b D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 006b | 20
A: 90 F: 40 B: 00 C: 0b D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 0b D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 0b D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 0b D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: 40 B: 00 C: 0a D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 006b | 20
A: 90 F: 40 B: 00 C: 0a D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 0a D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 0a D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 0a D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: 40 B: 00 C: 09 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 006b | 20
A: 90 F: 40 B: 00 C: 09 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 09 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 09 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 09 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: 40 B: 00 C: 08 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 006b | 20
A: 90 F: 40 B: 00 C: 08 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 08 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 08 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 08 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: 40 B: 00 C: 07 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 006b | 20
A: 90 F: 40 B: 00 C: 07 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 07 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 07 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 07 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: 40 B: 00 C: 06 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 006b | 20
A: 90 F: 40 B: 00 C: 06 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 06 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 06 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 06 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: 40 B: 00 C: 05 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 006b | 20
A: 90 F: 40 B: 00 C: 05 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 05 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 05 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 05 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: 40 B: 00 C: 04 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 006b | 20
A: 90 F: 40 B: 00 C: 04 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 04 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 04 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 04 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: 40 B: 00 C: 03 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 006b | 20
A: 90 F: 40 B: 00 C: 03 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 03 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 03 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 03 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: 40 B: 00 C: 02 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 006b | 20
A: 90 F: 40 B: 00 C: 02 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 02 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 02 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 02 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: 40 B: 00 C: 01 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 006b | 20
A: 90 F: 40 B: 00 C: 01 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 01 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 01 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 01 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: c0 B: 00 C: 00 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 006b | 20
A: 90 F: c0 B: 00 C: 00 D: 03 E: 02 H: 81 L: 0f SP: fffe PC: 006d | 1d
A: 90 F: 40 B: 00 C: 00 D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 006e | 20
A: 90 F: 40 B: 00 C: 00 D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 0062 | 0e
A: 90 F: 40 B: 00 C: 0c D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 0c D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 0c D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 0c D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: 40 B: 00 C: 0b D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 006b | 20
A: 90 F: 40 B: 00 C: 0b D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 0b D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 0b D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 0b D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: 40 B: 00 C: 0a D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 006b | 20
A: 90 F: 40 B: 00 C: 0a D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 0a D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 0a D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 0a D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: 40 B: 00 C: 09 D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 006b | 20
A: 90 F: 40 B: 00 C: 09 D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 09 D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 09 D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 09 D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: 40 B: 00 C: 08 D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 006b | 20
A: 90 F: 40 B: 00 C: 08 D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 08 D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 08 D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 08 D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: 40 B: 00 C: 07 D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 006b | 20
A: 90 F: 40 B: 00 C: 07 D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 07 D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 07 D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 07 D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: 40 B: 00 C: 06 D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 006b | 20
A: 90 F: 40 B: 00 C: 06 D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 06 D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 06 D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 06 D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: 40 B: 00 C: 05 D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 006b | 20
A: 90 F: 40 B: 00 C: 05 D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 05 D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 05 D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 05 D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: 40 B: 00 C: 04 D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 006b | 20
A: 90 F: 40 B: 00 C: 04 D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 04 D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 04 D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 04 D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: 40 B: 00 C: 03 D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 006b | 20
A: 90 F: 40 B: 00 C: 03 D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 03 D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 03 D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 03 D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: 40 B: 00 C: 02 D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 006b | 20
A: 90 F: 40 B: 00 C: 02 D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 0064 | f0
A: 90 F: 40 B: 00 C: 02 D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 0066 | fe
A: 90 F: c0 B: 00 C: 02 D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 0068 | 20
A: 90 F: c0 B: 00 C: 02 D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 006a | 0d
A: 90 F: 40 B: 00 C: 01 D: 03 E: 01 H: 81 L: 0f SP: fffe PC: 006b | 20
